DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL5:Voreia Elláda,2017,3089659,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL5:Voreia Elláda,2018,3080730,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL5:Voreia Elláda,2019,3074204,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL5:Voreia Elláda,2020,3068650,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL5:Voreia Elláda,2021,3046697,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL5:Voreia Elláda,2022,2924672,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL5:Voreia Elláda,2023,2911703,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,"EL51:Anatoliki Makedonia, Thraki",2014,608214,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,"EL51:Anatoliki Makedonia, Thraki",2015,606490,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,"EL51:Anatoliki Makedonia, Thraki",2016,604504,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,"EL51:Anatoliki Makedonia, Thraki",2017,602799,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,"EL51:Anatoliki Makedonia, Thraki",2018,601175,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,"EL51:Anatoliki Makedonia, Thraki",2019,599723,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,"EL51:Anatoliki Makedonia, Thraki",2020,598613,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,"EL51:Anatoliki Makedonia, Thraki",2021,594905,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,"EL51:Anatoliki Makedonia, Thraki",2022,560826,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,"EL51:Anatoliki Makedonia, Thraki",2023,559730,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL52:Kentriki Makedonia,2014,1903360,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL52:Kentriki Makedonia,2015,1893878,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL52:Kentriki Makedonia,2016,1883339,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL52:Kentriki Makedonia,2017,1880122,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL52:Kentriki Makedonia,2018,1875996,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL52:Kentriki Makedonia,2019,1873777,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL52:Kentriki Makedonia,2020,1872102,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL52:Kentriki Makedonia,2021,1858755,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL52:Kentriki Makedonia,2022,1790686,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL52:Kentriki Makedonia,2023,1782630,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL53:Dytiki Makedonia,2014,278706,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL53:Dytiki Makedonia,2015,276423,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL53:Dytiki Makedonia,2016,273843,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL53:Dytiki Makedonia,2017,271488,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL53:Dytiki Makedonia,2018,269222,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL53:Dytiki Makedonia,2019,267008,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL53:Dytiki Makedonia,2020,264670,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL53:Dytiki Makedonia,2021,262052,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL53:Dytiki Makedonia,2022,253954,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL53:Dytiki Makedonia,2023,250453,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL54:Ipeiros,2014,341046,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL54:Ipeiros,2015,339142,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL54:Ipeiros,2016,336834,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL54:Ipeiros,2017,335250,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL54:Ipeiros,2018,334337,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL54:Ipeiros,2019,333696,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL54:Ipeiros,2020,333265,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL54:Ipeiros,2021,330985,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL54:Ipeiros,2022,319206,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL54:Ipeiros,2023,318890,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL6:Kentriki Elláda,2014,2767446,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL6:Kentriki Elláda,2015,2755169,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL6:Kentriki Elláda,2016,2740697,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL6:Kentriki Elláda,2017,2730218,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL6:Kentriki Elláda,2018,2718469,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL6:Kentriki Elláda,2019,2708105,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL6:Kentriki Elláda,2020,2697482,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL6:Kentriki Elláda,2021,2681429,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL6:Kentriki Elláda,2022,2582181,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL6:Kentriki Elláda,2023,2566074,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL61:Thessalia,2014,737686,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL61:Thessalia,2015,733663,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL61:Thessalia,2016,729442,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL61:Thessalia,2017,725874,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL61:Thessalia,2018,722065,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL61:Thessalia,2019,718640,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL61:Thessalia,2020,715115,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL61:Thessalia,2021,709808,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL61:Thessalia,2022,686344,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL61:Thessalia,2023,682189,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL62:Ionia Nisia,2014,207664,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL62:Ionia Nisia,2015,207059,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL62:Ionia Nisia,2016,206141,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL62:Ionia Nisia,2017,205431,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL62:Ionia Nisia,2018,204562,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL62:Ionia Nisia,2019,203869,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL62:Ionia Nisia,2020,203149,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL62:Ionia Nisia,2021,202371,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL62:Ionia Nisia,2022,204081,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL62:Ionia Nisia,2023,202185,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL63:Dytiki Elláda,2014,677727,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL63:Dytiki Elláda,2015,673263,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL63:Dytiki Elláda,2016,668258,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL63:Dytiki Elláda,2017,663970,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL63:Dytiki Elláda,2018,659470,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL63:Dytiki Elláda,2019,655189,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL63:Dytiki Elláda,2020,651065,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL63:Dytiki Elláda,2021,646670,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL63:Dytiki Elláda,2022,646621,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL63:Dytiki Elláda,2023,643188,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL64:Sterea Elláda,2014,559214,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL64:Sterea Elláda,2015,557753,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL64:Sterea Elláda,2016,555830,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL64:Sterea Elláda,2017,555761,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL64:Sterea Elláda,2018,555623,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL64:Sterea Elláda,2019,555960,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL64:Sterea Elláda,2020,556002,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL64:Sterea Elláda,2021,553235,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL64:Sterea Elláda,2022,507072,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL64:Sterea Elláda,2023,504167,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL65:Peloponnisos,2014,585155,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL65:Peloponnisos,2015,583431,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL65:Peloponnisos,2016,581026,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL65:Peloponnisos,2017,579182,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL65:Peloponnisos,2018,576749,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL65:Peloponnisos,2019,574447,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL65:Peloponnisos,2020,572151,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL65:Peloponnisos,2021,569345,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL65:Peloponnisos,2022,538063,b
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,EL65:Peloponnisos,2023,534345,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES:Spain,2014,46495744,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES:Spain,2015,46425722,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES:Spain,2016,46418884,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES:Spain,2017,46497393,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES:Spain,2018,46645070,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES:Spain,2019,46918951,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES:Spain,2020,47318050,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES:Spain,2021,47400798,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES:Spain,2022,47486843,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES:Spain,2023,48085361,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES1:Noroeste,2014,4391868,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES1:Noroeste,2015,4367313,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES1:Noroeste,2016,4341996,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES1:Noroeste,2017,4323926,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES1:Noroeste,2018,4311672,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES1:Noroeste,2019,4303668,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES1:Noroeste,2020,4303669,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES1:Noroeste,2021,4295002,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES1:Noroeste,2022,4283240,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES1:Noroeste,2023,4293871,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES11:Galicia,2014,2745817,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES11:Galicia,2015,2732801,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES11:Galicia,2016,2719095,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES11:Galicia,2017,2708955,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES11:Galicia,2018,2703048,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES11:Galicia,2019,2700210,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES11:Galicia,2020,2702605,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES11:Galicia,2021,2698177,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES11:Galicia,2022,2692829,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES11:Galicia,2023,2699424,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES12:Principado de Asturias,2014,1058560,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES12:Principado de Asturias,2015,1049328,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES12:Principado de Asturias,2016,1040407,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES12:Principado de Asturias,2017,1033550,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES12:Principado de Asturias,2018,1027091,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES12:Principado de Asturias,2019,1021469,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES12:Principado de Asturias,2020,1018053,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES12:Principado de Asturias,2021,1012117,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES12:Principado de Asturias,2022,1004960,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES12:Principado de Asturias,2023,1006060,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES13:Cantabria,2014,587491,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES13:Cantabria,2015,585184,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES13:Cantabria,2016,582494,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES13:Cantabria,2017,581421,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES13:Cantabria,2018,581533,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES13:Cantabria,2019,581989,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES13:Cantabria,2020,583011,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES13:Cantabria,2021,584708,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES13:Cantabria,2022,585451,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES13:Cantabria,2023,588387,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES2:Noreste,2014,4455795,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES2:Noreste,2015,4450081,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES2:Noreste,2016,4445415,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES2:Noreste,2017,4451566,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES2:Noreste,2018,4461977,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES2:Noreste,2019,4486764,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES2:Noreste,2020,4521119,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES2:Noreste,2021,4526042,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES2:Noreste,2022,4518176,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES2:Noreste,2023,4552028,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES21:País Vasco,2014,2172247,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES21:País Vasco,2015,2172707,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES21:País Vasco,2016,2174426,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES21:País Vasco,2017,2179944,
ESTAT:DEMO_R_D2JAN(1.0),05/11/24 23:00:00,A:Annual,NR:Number,T:Total,TOTAL:Total,ES21:País Vasco,2018,2187254,
