date,value
2023-07-27,1293.0
2023-07-28,1293.0
2023-07-29,1293.0
2023-07-30,1293.0
2023-07-31,1293.0
2023-08-01,1293.0
2023-08-02,1293.0
2023-08-03,1095.0
2023-08-04,1095.0
2023-08-05,1095.0
2023-08-06,1095.0
2023-08-07,1095.0
2023-08-08,1095.0
2023-08-09,1095.0
2023-08-10,995.0
2023-08-11,995.0
2023-08-12,995.0
2023-08-13,995.0
2023-08-14,995.0
2023-08-15,995.0
2023-08-16,995.0
2023-08-17,955.0
2023-08-18,955.0
2023-08-19,955.0
2023-08-20,955.0
2023-08-21,955.0
2023-08-22,955.0
2023-08-23,955.0
2023-08-24,924.0
2023-08-25,924.0
2023-08-26,924.0
2023-08-27,924.0
2023-08-28,924.0
2023-08-29,924.0
2023-08-30,924.0
2023-08-31,919.0
2023-09-01,919.0
2023-09-02,919.0
2023-09-03,919.0
2023-09-04,919.0
2023-09-05,919.0
2023-09-06,919.0
2023-09-07,921.0
2023-09-08,921.0
2023-09-09,921.0
2023-09-10,921.0
2023-09-11,921.0
2023-09-12,921.0
2023-09-13,921.0
2023-09-14,947.0
2023-09-15,947.0
2023-09-16,947.0
2023-09-17,947.0
2023-09-18,947.0
2023-09-19,947.0
2023-09-20,947.0
2023-09-21,966.0
2023-09-22,966.0
2023-09-23,966.0
2023-09-24,966.0
2023-09-25,966.0
2023-09-26,966.0
2023-09-27,966.0
2023-09-28,1012.0
2023-09-29,1012.0
2023-09-30,1012.0
2023-10-01,1012.0
2023-10-02,1012.0
2023-10-03,1012.0
2023-10-04,1012.0
2023-10-05,1027.0
2023-10-06,1027.0
2023-10-07,1027.0
2023-10-08,1027.0
2023-10-09,1027.0
2023-10-10,1027.0
2023-10-11,1027.0
2023-10-12,1022.0
2023-10-13,1022.0
2023-10-14,1022.0
2023-10-15,1022.0
2023-10-16,1022.0
2023-10-17,1022.0
2023-10-18,1022.0
2023-10-19,1081.0
2023-10-20,1081.0
2023-10-21,1081.0
2023-10-22,1081.0
2023-10-23,1081.0
2023-10-24,1081.0
2023-10-25,1081.0
2023-10-26,1275.0
2023-10-27,1275.0
2023-10-28,1275.0
2023-10-29,1275.0
2023-10-30,1275.0
2023-10-31,1275.0
2023-11-01,1275.0
2023-11-02,1327.0
2023-11-03,1327.0
2023-11-04,1327.0
2023-11-05,1327.0
2023-11-06,1327.0
2023-11-07,1327.0
2023-11-08,1327.0
2023-11-09,1398.0
2023-11-10,1398.0
2023-11-11,1398.0
2023-11-12,1398.0
2023-11-13,1398.0
2023-11-14,1398.0
2023-11-15,1398.0
2023-11-16,1612.0
2023-11-17,1612.0
2023-11-18,1612.0
2023-11-19,1612.0
2023-11-20,1612.0
2023-11-21,1612.0
2023-11-22,1612.0
2023-11-23,1605.0
2023-11-24,1605.0
2023-11-25,1605.0
2023-11-26,1605.0
2023-11-27,1605.0
2023-11-28,1605.0
2023-11-29,1605.0
2023-11-30,1583.0
2023-12-01,1583.0
2023-12-02,1583.0
2023-12-03,1583.0
2023-12-04,1583.0
2023-12-05,1583.0
2023-12-06,1583.0
2023-12-07,1523.0
